ID, title, type, source, episodes, status, duration, rating, score, scored_by, rank, popularity, members, favorites, season, year, producers, studios, genres, themes
1,Cowboy Bebop,TV,Original,26,Finished Airing,24 min per ep,R - 17+ (violence & profanity),8.76,826203,37,42,1605796,71195,spring,1998,['Bandai Visual'],['Sunrise'],"['Action', 'Sci-Fi']","['Adult Cast', 'Space']"
